Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_LocalFocusScore_OrigDNA_5.x,UserAnnotation_Blurry,UserAnnotation_Debris,UserAnnotation_Empty,Image_Metadata_Plate,Image_Metadata_Well,Image_Metadata_Site,Image_PathName_OrigActin,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigGolgi,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigActin,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigGolgi,Image_URL_OrigMito,Image_URL_OrigRNA,Image_ImageQuality_LocalFocusScore_OrigDNA_5.y
15,63,1,DNA,5.86087233594613e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,A16,3,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A16_s3_w4.TIF,5.86087233594613e-5
13,41,1,DNA,5.702099114969684e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,A11,1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A11_s1_w4.TIF,5.702099114969684e-5
12,40,1,DNA,2.5003966074638826e-5,0,1,0,Plate2_PCO_6ch_4site_10XPA,A10,4,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate2-PCO-6ch-4site-10XPA_Plate_20092\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate2-PCO-6ch-4site-10XPA_Plate_20092/TimePoint_1/Plate2-PCO-6ch-4site-10XPA_A10_s4_w4.TIF,2.5003966074638826e-5
355,1135,1,DNA,0.0012628823788184,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,L20,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L20_s3_w4.TIF,0.0012628823788184
354,1066,1,DNA,9.935394083929e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,L03,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L03_s2_w4.TIF,9.935394083929e-4
353,1052,1,DNA,5.868005241399e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,K23,4,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K23_s4_w4.TIF,5.868005241399e-4
352,1030,1,DNA,0.0011433887758407,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,K18,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s2_w4.TIF,0.0011433887758407
351,1029,1,DNA,0.001022920134229,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,K18,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_K18_s1_w4.TIF,0.001022920134229
360,1155,1,Actin,1.237879221996e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,M01,3,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_M01_s3_w4.TIF,1.237879221996e-4
359,1150,1,DNA,9.992801276848e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,L24,2,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s2_w4.TIF,9.992801276848e-4
358,1149,1,DNA,8.546227801758e-4,0,1,0,Plate3_PCO_6ch_4site_10XPA_Crest,L24,1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,D:\2020_11_06_Scope1_MolDev\images\Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102\TimePoint_1,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w2.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w6.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w5.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w3.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w1.TIF,s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_06_Scope1_MolDev/images/Plate3-PCO-6ch-4site-10XPA-Crest_Plate_20102/TimePoint_1/Plate3-PCO-6ch-4site-10XPA-Crest_L24_s1_w4.TIF,8.546227801758e-4
