Image_Metadata_MasterIndex,ImageNumber,ObjectNumber,Class,Image_ImageQuality_TotalArea_OrigDNA.x,UserAnnotation_Debris,UserAnnotation_Ded,UserAnnotation_Empty,UserAnnotation_Saturated,UserAnnotation_Blurry,Image_FileName_OrigAGP,Image_FileName_OrigDNA,Image_FileName_OrigER,Image_FileName_OrigMito,Image_FileName_OrigRNA,Image_PathName_OrigAGP,Image_PathName_OrigDNA,Image_PathName_OrigER,Image_PathName_OrigMito,Image_PathName_OrigRNA,Image_URL_OrigAGP,Image_URL_OrigDNA,Image_URL_OrigER,Image_URL_OrigMito,Image_URL_OrigRNA,Image_FileName_OrigActin,Image_FileName_OrigGolgi,Image_PathName_OrigActin,Image_PathName_OrigGolgi,Image_URL_OrigActin,Image_URL_OrigGolgi,Image_ImageQuality_TotalArea_OrigDNA.y
18,157,1,AGP,2585664,1,0,0,0,0,"WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellG13_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0156Seq0156_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
17,144,1,AGP,2585664,1,0,0,0,0,"WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellF24_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0120Seq0120_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
24,42,1,DNA,2585664,1,0,0,0,0,"WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigAGP.tiff","WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigDNA.tiff","WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigER.tiff","WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB18_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0030Seq0030_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
21,376,1,DNA,2585664,1,0,0,0,0,"WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigAGP.tiff","WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigDNA.tiff","WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigER.tiff","WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117061a10x__20201118_144839_343/WellP16_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0368Seq0368_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
22,35,1,ER,2585664,1,0,0,0,0,"WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
25,45,1,Mito,2585664,1,0,0,0,0,"WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigAGP.tiff","WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigDNA.tiff","WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigER.tiff","WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB21_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0027Seq0027_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
23,39,1,Mito,2585664,1,0,0,0,0,"WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigAGP.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigDNA.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigER.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
22,35,1,Mito,2585664,1,0,0,0,0,"WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
23,39,1,AGP,2585664,1,0,0,0,0,"WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigAGP.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigDNA.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigER.tiff","WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB15_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0033Seq0033_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
22,35,1,AGP,2585664,1,0,0,0,0,"WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellB11_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0037Seq0037_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
30,152,1,DNA,2585664,1,0,0,0,0,"WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigAGP.tiff","WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigDNA.tiff","WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigER.tiff","WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigMito.tiff",NA,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,D:\2020_11_24_Scope1_Nikon\tifs\201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992,NA,"s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigAGP.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigDNA.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigER.tiff","s3://jump-cellpainting/projects/2019_07_11_JUMP-CP-pilots/2020_11_24_Scope1_Nikon/tifs/201026_kag_Painting_Test_BR00117062a10x__20201118_122947_992/WellG08_ChannelHoechst - Camera,FITC-Camera,TRITC-Camera,Cy5 Camera_Seq0151Seq0151_OrigMito.tiff",NA,NA,NA,NA,NA,NA,NA,2585664
